,read,comment,title,time
0,1254,3,可能会被A股合并，因为存在没意义,09-26 05:39
1,1597,3,这玩意什么意思？我买200能不能涨停？,09-06 11:01
2,554,0,A股的汽车股都快涨接近4%了，B股唯一的汽车股900953凯马怎么还不动，美金呢,10-12 11:39
3,1344,0,上工Ｂ股9月19日盘中跌幅达5%,09-19 10:24
4,1658,0,是不是应该退市了,09-04 11:15
5,1810,1,这股咋买,08-29 01:59
6,1935,0,900924现价0.316元还有挣钱的吗，这里卖是要当傻瓜的，亏钱卖不但亏掉钱，,08-26 05:14
7,2151,0,再说一遍，只要B股不动，大家就不要盲动，即使拉高也是诱多。,08-18 01:33
8,2155,0,股息还没到账什么情况？有知道的吗？,08-18 09:40
9,2297,2,死股！！！,07-14 11:11
10,2411,5,B股不涨，A股也涨不高。,06-26 03:20
11,2380,0,人家增发的兄弟都不急小散急啥？打到3/4元更好，老子到时一定捧场。,06-11 02:54
12,3018,2,一手一手成交什么意思？,03-20 11:24
13,3189,2,ab股都配置，要求不高，今年分红和去年一样就好了。,04-28 01:36
14,2718,0,大盘不好，900924就连续阴跌,04-25 06:48
15,3279,13,900924与900915走势比较,03-03 10:31
16,3143,0,[为什么][为什么][为什么],03-27 11:26
17,3014,1,不及上工A股强，但B股一旦起动是不会回头的,03-15 04:45
18,3750,7,这么多1手，不要手续费吗？,12-08 10:06
19,5501,2,搞一包烟[献花][献花][献花],12-19 03:07
20,3261,0,转发,12-11 09:24
21,3422,0,人气都高过武夷了,12-08 02:48
22,3198,0,好人一生平安,12-07 11:04
23,3095,0,转发,12-07 08:56
24,3102,0,可,12-05 09:14
25,3060,0,转发,12-05 07:13
26,3053,0,转发,12-04 05:20
27,3482,1,开开B开开[勾引][勾引][害羞羞][害羞羞],11-18 07:35
28,3674,3,全世界最便宜的股票华电B!公告已发下来了来看看,11-12 01:08
29,2890,0,转发,11-25 10:02
30,4251,3,下调外汇存款准备金率对B股是利好,09-05 05:27
31,3562,1,爬在底下已多年之久，业绩在B股中也不差，净资产4.43，收益0.12。B股走势在,11-01 04:15
32,5081,6,一旦站上0.45才是真启动的时候,08-11 07:53
33,3198,0,漂亮U型底,10-18 01:13
34,3256,0,上工B赶不上A的节奏,10-18 05:37
35,3086,0,看看中路B,10-13 12:35
36,1377,0,上工Ｂ股9月28日快速反弹,09-28 09:38
37,1241,0,上工Ｂ股9月27日快速反弹,09-27 09:40
38,3185,0,又回到起点,09-26 09:20
39,1373,0,上工Ｂ股9月26日盘中跌幅达5%,09-26 01:55
40,4865,1,2015年高点到现在整整跌了97个月,08-11 08:04
