,read,comment,title,time
0,39,0,垃圾股',10-25 03:01
1,279,0,别骂啦，电力有几个红的,10-18 10:34
2,488,0,腐败股！,10-12 03:02
3,534,1,今天最低2.18，下周见2.1吧,10-11 09:30
4,546,0,粤电力Ｂ10月11日快速反弹,10-11 01:27
5,558,0,粤电力的负债率超过79%了，创历史新高，创同行业领先，超过房地产业。恐怖，慎入，,10-11 10:45
6,737,1,粤电力的负债率创历史新高，而且负债率超过了房地产行业。这个股分红也少，慎进。卖出,10-07 01:44
7,620,1,国家应对电力腐败行为作彻底清查！,10-09 02:39
8,1120,0,下午暴跌三个点一,09-26 11:31
9,1123,0,仃牌？,09-26 09:37
10,5484,18,粤电力B2024年分红收益率有望达到26%；2022年粤电力花费430亿购买44,08-03 07:07
11,11094,16,B股转板参照？安道麦B依法维权主动争取，仅作讨论。,02-13 01:48
12,1460,3,前面做T还挣了点，不过这票子大涨似乎不切实际呢,09-15 11:35
13,2404,7,怎么没换手率,08-09 10:19
14,4360,1,粤电力B2024年分红收益率有望达到26%；2022年粤电力花费430亿购买44,08-03 06:48
15,4476,3,粤电力B2024年分红收益率有望达到26%；2022年粤电力花费430亿购买44,08-03 06:52
16,2458,0,2022年粤电力花费430亿购买4400万吨煤，发电938亿度，吨煤成本977元,08-03 06:22
17,2655,0,2个涨停，散户就不敢跟了。看好你,07-24 11:47
18,2849,16,2季度业绩8亿人民币，年化32亿人民币，折港币35亿，当前总市值126亿，动态市,07-08 12:59
19,2370,0,A股下调，B股上升，有回购迹象？,07-19 03:05
20,2672,5,只要能拿人民币买B股，就是极大的利好，因为避免了5万美元的兑换外币额度上限,06-24 08:11
21,2286,0,拉高粤电力B掩护A出货更好，拉到3.8---4.5元,07-10 10:47
22,2145,0,粤电力Ｂ7月10日快速上涨,07-10 09:32
23,3702,1,B股快点向上暴涨，给A股股价提供价值投资的底层逻辑依据！,06-19 12:05
24,3547,5,手上的一些A股股票在7元一线被B股拖着难涨上去，真希望B股股价能狠狠拉一把，即使,05-23 12:24
25,2582,6,港交所今天正式推出“港币-人民币双柜台模式”，为发行人和投资者提供港币和人民币计,06-19 10:23
26,2799,7,$粤电力B（200539)$第二个九安医疗。抖音直播卖煤，山西坑口价570（55,06-14 11:41
27,3447,5,第二个九安医疗。抖音华泽煤业直播卖煤，山西坑口价570（5500大卡/吨），运到,06-14 11:35
28,4460,1,$粤电力B（200539)$第二个九安医疗。抖音直播卖煤，山西坑口价570（55,06-14 11:49
29,2446,0,今天割吗？明天会涨吗？,06-13 01:33
30,2131,0,粤电力Ｂ6月9日快速反弹,06-09 10:34
31,2372,1,投资者提问：请问沙角a占地面积多少？是否已经关闭？问董秘2020-08-1116,06-08 10:15
32,2405,1,看看桂东电力,05-29 01:06
33,2417,2,粤电力B涨不了，因为有一个2千多万股的散户投资者守在那里。每年坐等分红派息，几年,05-26 06:30
34,2109,0,粤电力Ｂ5月26日快速上涨,05-26 09:38
35,2705,2,2连扳  粤电力A 粤电力B 粤电力B 粤电力B 这波要干啥？？？,05-15 10:15
36,2285,1,粤电力A  粤电力B 粤电力B 粤电力B  这波要干啥？？？,05-15 10:00
37,2251,1,A股近两年新高了，B股无主力拉等分红也无！,05-15 10:17
38,2211,5,B股就8个亿港币，打八五折，这还拉不了涨停，差矣,05-12 10:05
39,2108,0,连续亏损两年，可以停产了,05-15 12:00
40,2009,1,只有拉高，庄家才能收筹。,05-12 02:16
41,2012,1,分红现金奶牛无奶出是否杀牛[哭],05-11 10:07
42,1959,0,为了个2分钱，就是不成交,05-10 09:40
43,3788,3,Ab股有什么区别？为什么分ab,03-08 01:24
44,2639,6,散户开通B股交易、银行兑换港币并不麻烦。B股较A股折价巨大，机构不花一点点钱把B,05-04 11:30
45,2153,0,这个股真的不可理喻,05-01 08:56
46,3179,2,随着《境内企业境外发行证券和上市管理试行办法》3月31日起实施，B股的存在已无意,02-17 07:51
47,2148,0,这个暂时没有机会了，如果去年行情好，还是能涨上去。,04-20 01:26
48,2076,0,相对于A股两倍以上的套利空间，机会难得，不要错过,04-20 11:32
49,2076,0,找一大堆借口。没疫情时，粤电力也亏。即使有疫情，也不见其他企业亏啊，也有大比例分,04-18 01:53
50,2084,0,又乌龙指了！,04-14 08:08
51,2341,1,把粤电力搞得亏损的董事长终于下台了，希望新任董事长（前任总经理）力挽狂澜。,04-06 04:42
52,3625,4,告诉那个手里拿2千多万股的大户，要么你做庄家，要么你抛出来1千万筹码把粤电力B打,12-07 11:10
53,2262,0,伊泰溢价回购H股，伊泰H股股价暴涨。被低估的B股H股终将回归价值。,03-30 10:30
54,2327,0,港股将人民币港币双柜台交易，A股B股何时并轨？,03-21 07:21
55,2699,0,收盘6.30元,02-24 02:41
56,2772,0,粤电力A飞上天了，粤电力B还是地上一样,02-10 05:31
57,763,0,粤电力Ｂ2月10日盘中涨幅达5%,02-10 01:47
58,783,0,粤电力Ｂ2月10日快速上涨,02-10 01:47
59,16269,15,$安道麦$ B股转A方式，通过资产重组换股吸收转板成功的如，小天鹅B，招商局B，,08-22 11:11
60,3481,0,进入电脑程式，每1分钟抛出5手,01-11 02:51
61,3819,5,$粤电力Ｂ(SZ200539)$粤电力B的股价一直不咋滴，处于历史低位。主要原因,04-14 07:44
