,read,comment,title,time
0,72,0,最后1手是急着抓药呢,10-24 03:05
1,99,0,中鲁Ｂ10月23日快速反弹,10-23 10:57
2,176,0,加把劲,10-20 10:43
3,196,0,中鲁Ｂ10月19日盘中跌幅达5%,10-19 02:33
4,688,3,新一轮改革路线图亮相，山东国企改革向新而行,10-16 03:15
5,491,0,中鲁Ｂ10月11日快速反弹,10-11 09:57
6,483,0,中鲁Ｂ10月11日盘中跌幅达5%,10-11 09:52
7,512,0,中鲁Ｂ10月10日快速反弹,10-10 02:53
8,1938,2,信不信由你，准备退市！,08-28 03:19
9,1662,5,日本排核废水，中国限制进口日本水产品。希望公司抓住机遇及时抢占日本在我国市场份额,08-28 09:46
10,1255,0,中鲁Ｂ:关于公司及控股子公司获得政府补助的公告,09-25 04:03
11,2004,0,泰隆7，泰隆9，几时并入年报？？？,06-07 05:27
12,1012,0,中鲁Ｂ9月26日快速上涨,09-26 01:18
13,1178,0,中鲁B：公司及子公司获得4910.15万元政府补助,09-25 04:19
14,1037,0,中鲁Ｂ9月25日快速反弹,09-25 02:53
15,1318,0,这个烂股还有资金护盘，尾盘可能要杀跌了，跌透了机会就来了,09-21 02:40
16,1322,2,中鲁B现在简直就是退市的节奏，公司干脆主动申请退市，然后再向深交所申请在A股市场,09-18 08:04
17,1636,5,金枪鱼不行是好事，只有剥离打渔营生才有前途，私人或私企打渔都是赚钱的。为啥？因为,08-28 10:57
18,1404,1,行动了吗？,09-13 06:00
19,1439,2,恐慌盘终于要出来了，机会是跌出来的,09-13 11:07
20,1722,0,水产、核废水概念股联动上扬，大湖股份水下拉升超7%，海大集团涨超2%，獐子岛,08-31 01:50
21,1731,0,中鲁Ｂ:2023年度上半年非经营性资金占用及其他关联资金往来情况汇总表,08-30 11:43
22,1709,0,搞租凭退出远洋捕捞,08-30 09:21
23,1957,3,中鲁B(200992)龙虎榜数据(08-28),08-28 04:34
24,1742,0,中鲁的生存能否挺住排海的影响,08-29 11:32
25,1514,3,中鲁B的捕捞区域在哪？,08-26 08:39
26,1765,0,金枪鱼没有跌，为什么就你跌？,08-28 07:12
27,1722,4,a股渔业股连续大涨，中鲁连续大跌，反差太大,08-28 02:14
28,1843,0,中鲁Ｂ:2023年半年度报告摘要,08-28 04:26
29,1670,0,中鲁Ｂ:2023年半年度报告摘要(英文版),08-28 04:26
30,1729,0,中鲁Ｂ:2023年半年度财务报告,08-28 04:26
31,1657,0,中鲁Ｂ:半年度非经营性资金占用及其他关联资金往来情况汇总表,08-28 04:26
32,1650,0,中鲁Ｂ:2023年半年度报告(英文版),08-28 04:26
