,read,comment,title,time
0,42,0,如此低的净资产，还有办法恢复吗？,10-25 03:09
1,248,3,老战友，还有在的吗,10-23 10:36
2,56,0,中毅达B10月25日盘中涨幅达5%,10-25 09:55
3,54,0,中毅达B10月25日快速上涨,10-25 09:51
4,2401,41,摆出一副垃圾股的样子，吓唬谁呀！,09-22 01:34
5,713,2,中毅达B(900906)龙虎榜数据(10-18),10-18 05:14
6,845,3,国泰君安证券南京太平南路营业部今日净卖出2010.56万,10-18 05:45
7,426,0,如果几天后，还能出延长股东大会决议公告的有效期，则重组在继续推进，否则就得出终止,10-18 07:51
8,341,0,海通证券上海徐汇区建国西路营业部今日净买入28.28万,10-18 05:45
9,310,0,又要退市的架式？？？,10-18 04:37
10,340,1,还有人买，火中取栗,10-18 09:58
11,378,2,中毅达b，中毅达b900906，下午暴利，全上，干，,10-18 11:50
12,579,2,中毅达B已经跌到重组前及暂停上市前的价格了，信达花了大价钱费了大力气救下的壳就这,10-18 10:11
13,458,5,这走势不就明说重组失败了吗，股价走势说明一切，抛弃幻想，聪明人知道怎么做,10-18 09:44
14,584,3,大家注意到第一耗子仓申银万国了没？该机构在中毅达重组停牌前一个月（2023.4月,10-18 09:41
15,331,0,B股机构欺负小散没钱补仓，随意打压对倒。,10-18 09:42
16,332,0,典型的重组失败走势,10-18 09:40
17,326,0,欺负小散没有资金补仓，机构打压收集筹码,10-18 09:40
18,330,0,中毅达B10月18日盘中跌停,10-18 09:38
19,332,0,一声叹息！到底谁在砸盘[哭],10-18 09:37
20,321,0,准备退市了么，这种跌法,10-18 09:33
21,312,0,中毅达B10月18日盘中跌幅达5%,10-18 09:33
22,755,1,中毅达B(900906)龙虎榜数据(10-17),10-17 05:06
23,371,0,海通证券上海徐汇区建国西路营业部今日净买入11.73万,10-17 05:45
24,330,0,什么时候才能止跌企稳[想一下],10-17 04:45
25,280,0,中毅达B10月17日打开跌停,10-17 02:51
26,294,1,十几万美元就能砸到这样，b股流动性枯竭，不是口号喊得震天响活跃股票市场，这个板那,10-17 02:15
27,268,0,重组失败，要退市了吗。,10-17 01:33
28,330,2,a股还没有跌停！可能重组还没有完全没戏吧,10-16 02:47
29,274,0,这厮从哪里来还的回哪里去了！惨了,10-17 09:38
30,273,0,中毅达B10月17日盘中跌幅达5%,10-17 09:34
31,637,1,中毅达B(900906)龙虎榜数据(10-16),10-16 05:14
32,358,0,十几万美元就能砸到这样，b股流动性枯竭，不是口号喊得震天响活跃股票市场，这个板那,10-16 06:48
33,295,0,准备退市的节奏吗,10-16 03:21
34,3721,25,中毅达B已买好一千万股了，感觉赌得有点大。重组成功的话，2.5倍PE！失败的话，,07-26 05:17
35,320,0,热烈祝贺中毅达跌停！跌跌不停。,10-16 09:51
