,read,comment,title,time
0,278,0,锦旅B股:上海市金茂律师事务所关于上海锦江国际旅游股份有限公司2023年第一次临时股东大会的法律意见书,10-20 04:44
1,272,0,锦旅B股:锦旅B股2023年第一次临时股东大会决议公告,10-20 04:44
2,315,0,转发,10-18 08:39
3,620,3,超长假期带来消费复苏超预期 出游人数和国内旅游收入均超2019年 =,10-10 01:04
4,573,0,锦旅B股:锦旅B股关于召开2023年第一次临时股东大会的提示性公告,10-11 03:32
5,565,0,锦旅B股:锦旅B股2023年第一次临时股东大会会议资料,10-11 03:32
6,605,1,锦旅Ｂ股10月9日盘中跌幅达5%,10-09 10:41
7,636,0,为啥跌？唯一B股？,10-09 11:07
8,998,0,海外旅游唯一平台，为何不涨？没有理由。,09-30 08:33
9,991,1,锦旅Ｂ股9月28日快速反弹,09-28 09:55
10,1037,1,锦旅Ｂ股9月27日开盘涨幅达5%,09-27 09:26
11,1140,1,锦旅B股:锦旅B股第十届董事会第十六次会议决议公告,09-26 04:34
12,1236,0,锦旅B股:锦旅B股关于调整公司经营范围及修订《公司章程》部分条款的公告,09-26 04:34
13,1049,0,锦旅B股:锦旅B股第十届监事会第八次会议决议公告,09-26 04:34
14,1067,0,锦旅B股:上海锦江国际旅游股份有限公司章程(2023年9月修订稿),09-26 04:34
15,1057,0,锦旅B股:锦旅B股关于召开2023年第一次临时股东大会的通知,09-26 04:34
16,1305,1,B股这么小体量，这么多年都搞不好，还搞大A，能活跃吗？,09-19 03:28
17,1251,0,今天一个上午没成交一股，成交金额为0,09-20 11:46
18,1352,0,锦旅B股:锦旅B股第十届董事会第十五次会议决议公告,09-18 03:33
19,1396,0,一是纯B股二是连续调整8年三是公司基本面恢复,09-16 10:00
20,1362,0,买入锦旅Ｂ股的理由,09-16 09:55
21,1391,0,国企真是一言难尽,09-15 10:09
22,1764,1,盈利了怎么还在跌？,08-31 10:39
23,1709,0,锦旅B股:锦旅B股关于参加上海辖区上市公司2023年网上集体接待日暨中报业绩说明会的公告,09-01 03:33
24,2072,0,锦旅Ｂ股-“坚定信心 昂首向荣” --- 2023年上海辖区上市公司集体接待日暨中报业绩说明会【全景路演】,09-01 05:02
25,2019,3,锦旅B股:锦旅B股2023年半年度报告,08-30 03:54
26,1784,0,400多万收了一个亏损的公司，还有业绩承诺，晕[666],08-30 04:27
27,1691,0,锦旅B股:锦旅B股第十届监事会第七次会议决议公告,08-30 03:54
28,1782,0,锦旅B股:锦旅B股2023年半年度报告摘要,08-30 03:54
29,1653,0,锦旅B股:锦旅B股第十届董事会第十四次会议决议公告,08-30 03:54
30,1629,0,锦旅B股:锦旅B股独立董事关于第十届董事会第十四次会议有关事项的独立意见,08-30 03:54
31,1786,0,锦旅B股:锦旅B股关于受让上海锦江国际会展有限公司50%股权的关联交易公告,08-30 03:54
32,1652,0,锦旅B股:锦旅B股关于锦江国际集团财务有限责任公司风险持续评估报告,08-30 03:54
33,1619,0,锦旅B股:锦旅B股独立董事关于第十届董事会第十四次会议有关事项的独立意见,08-30 03:54
34,1656,0,锦旅B股:上海锦江国际会展有限公司股东全部权益价值资产评估报告,08-30 03:54
