,read,comment,title,time
0,1216,0,新特能源H转A已过会了，纯B能A？,09-27 08:14
1,1479,2,闽灿坤Ｂ:关于控股子公司漳州灿坤以自有资金购买银行理财产品的公告,09-19 03:40
2,1148,1,关注底部买,09-27 03:15
3,1143,1,回购,09-27 03:18
4,1297,0,请问公司董事们，买理财产品有分红收益高吗？强烈建议公司回购股份赚取分红！,09-25 02:18
5,1502,2,海峡题材。,09-13 09:46
6,1217,0,纯B股无业绩有趋势，关注可投资吗,09-25 12:12
7,1507,1,全天零成交?,09-12 03:12
8,1532,2,连续120个交易日通过本所交易系统实现的累计股票成交量低于500万股，或者连续2,09-12 10:14
9,1482,1,创纪录的零成交,09-12 04:25
10,1670,4,闽灿坤Ｂ:关于控股孙公司上海灿坤以自有资金购买银行理财产品的公告,09-05 04:56
11,1709,1,都卖跌倒一元大股东就想办法了,09-01 11:41
12,1829,3,闽灿坤Ｂ:关于控股孙公司上海灿坤以自有资金购买银行理财产品的公告,08-29 03:46
13,1906,0,投资衍生品，半年就亏了370万。,08-29 08:46
14,2309,0,闽灿坤Ｂ:独立董事关于控股股东及其他关联方占用公司资金、公司对外担保情况的专项说明和独立意见,08-08 03:51
15,2307,0,跌得太狠,08-09 02:53
16,2478,0,闽灿坤Ｂ:2023年半年度报告摘要,08-08 03:51
17,2194,0,闽灿坤Ｂ:半年度非经营性资金占用及其他关联资金往来情况汇总表,08-08 03:51
18,2174,0,闽灿坤Ｂ:2023年半年度财务报告(英文版),08-08 03:50
19,2188,0,闽灿坤Ｂ:2023年半年度报告摘要(英文版),08-08 03:50
20,2178,0,闽灿坤Ｂ:2023年半年度报告(英文版),08-08 03:50
21,2221,0,闽灿坤Ｂ:关于控股孙公司奥升投资减资的公告,08-08 03:50
22,2407,0,闽灿坤Ｂ:2023年半年度报告,08-08 03:50
23,2220,0,闽灿坤Ｂ:2023年半年度财务报告,08-08 03:49
24,2205,0,闽灿坤Ｂ:半年报董事会决议公告,08-08 03:49
25,2533,1,闽灿坤Ｂ:2023年第一次临时股东大会决议公告,07-28 05:29
26,2352,2,半年报预计每股0.2元，分红还这么高，股价太低了,07-27 10:04
27,2265,2,闽灿坤Ｂ:2023年第一次临时股东大会法律意见书,07-28 05:29
