,read,comment,title,time
0,36,0,明显有人做盘，存心打压股价。此股基本面没问题，别中圈套！,10-25 02:19
1,1237,1,临港B股9月8日快速回调,09-08 09:49
2,256,0,B股怎么了一,10-17 11:17
3,833,0,什么时候注销股份？,09-25 10:20
4,1860,1,AB股能合并就好了,08-24 05:05
5,1278,0,临港B股9月6日快速上涨,09-06 02:53
6,1494,1,临港B股8月31日盘中跌幅达5%,08-31 01:14
7,1585,0,B股真垃圾还不改反正没成交有意思啊,08-31 10:21
8,1604,1,临港B股8月28日快速上涨,08-28 09:41
9,2174,0,特斯拉布局华东受益股，目前上海最有希望的的产业园区。,08-16 11:23
10,2227,2,今天如果一天没有一笔成交量？,07-06 10:07
11,2107,0,临港B股8月2日快速反弹,08-02 09:35
12,2098,0,华电B，在启第四波…,08-01 02:44
13,2099,0,临港B股7月31日盘中涨幅达5%,07-31 10:04
14,2100,0,临港B股7月31日快速上涨,07-31 10:02
15,2449,0,和A股对着干，希望今天能结束0.8元的时代，何时进入0.6元后我抄底！,05-29 09:33
16,2217,2,$临港B股(SH900928)$,06-30 02:34
17,2242,1,红利怎么没有到帐，有谁知道怎么查询？谢谢！,07-05 05:46
18,2535,1,感谢中国有B股,06-05 12:55
19,2010,0,XD临港B6月27日盘中跌幅达5%,06-27 09:38
20,2023,0,临港B股6月12日快速反弹,06-12 09:40
21,2145,0,临港B股5月31日盘中跌幅达5%,05-31 02:25
22,3848,1,这个怎么买啊,03-17 01:50
23,3265,0,临港B股4月10日快速反弹,04-10 09:40
24,5390,1,继续,12-30 03:52
25,4869,0,有意思，买、卖都不动了[大笑],12-22 10:22
26,3164,0,临港B股10月24日快速反弹,10-24 09:38
27,3144,0,临港B股10月11日快速反弹,10-11 09:46
28,3260,0,临港B股9月26日加速下跌,09-26 01:49
29,3320,0,临港B股9月26日盘中跌幅达5%,09-26 01:49
30,3313,0,临港B股9月19日快速反弹,09-19 11:13
31,3378,0,临港B股9月19日加速下跌,09-19 11:08
32,7027,0,临港B股5月5日快速上涨,05-05 10:15
33,6877,0,临港B股4月28日快速回调,04-28 10:36
34,7293,0,临港B股2月25日快速反弹,02-25 09:42
35,6901,0,临港B股8月9日快速反弹,08-09 10:04
36,15623,0,临港B股7月16日快速反弹,07-16 09:55
37,6639,0,临港B股6月28日盘中跌幅达5%,06-28 09:53
38,6233,0,临港B股6月23日快速上涨,06-23 11:10
39,6332,0,临港B股6月23日盘中涨幅达5%,06-23 11:04
40,6471,0,临港B股6月3日盘中涨幅达5%,06-03 01:07
41,6547,0,临港B股6月3日快速上涨,06-03 01:02
42,5001,3,600848:上海临港关于公司部分董事、监事、高级管理人员及公司实际控制人部分核心管理人员增持公司股份计划实施结果的公告,08-04 06:02
43,2907,3,600848:上海临港关于签订募集资金专户存储四方监管协议的公告,05-26 04:50
44,2690,0,600848:上海临港2019年年度股东大会的法律意见书,05-22 06:16
45,2874,4,600848:上海临港关于使用闲置自有资金进行现金管理的进展公告,05-12 04:27
46,2783,6,600848:上海临港关于公司部分董事、监事、高级管理人员及公司实际控制人部分核心管理人员增持公司股份计划的进展公告,05-06 04:10
47,2757,1,600848:上海临港2020年第一季度报告,04-28 04:08
48,2432,0,600848:上海临港2020年第一季度主要经营数据公告,04-28 04:08
49,2787,1,600848:上海临港2019年度利润分配方案的公告,04-23 04:55
50,2716,1,600848:上海临港2019年年度报告摘要,04-23 04:55
51,2177,0,600848:上海临港:内部控制审计报告,04-23 04:55
52,2203,0,600848:上海临港:国泰君安证券股份有限公司关于上海临港控股股份有限公司发行股份购买资产并募集配套资金2019年度募集资金存放与使用情况的专项核查意见,04-23 04:55
53,2098,0,600848:上海临港独立董事关于第十届董事会第十五次会议相关事项的独立意见,04-23 04:55
