,read,comment,title,time
0,99,2,走势不行，老凤祥a股涨,10-24 02:19
1,1689,7,凤姐有业绩、背景条件和主力资金支持，继续看好,08-29 09:42
2,310,6,A股大涨B股小涨，A股小涨B跌，B股怎么这么弱？,10-20 09:39
3,229,4,这价位应该是天上掉馅饼了吧？,10-23 04:32
4,115,0,十几万就杂一个点,10-23 02:59
5,162,4,出来后存美元理财，已挣400多人民币,10-23 12:29
6,1856,6,不要涨啊，我存美元定期半年，到期了再回来买,09-01 02:51
7,1704,4,分红还没动,08-31 02:49
8,407,4,熬到今天才满仓，刚满仓就跳水，靠,10-19 10:40
9,266,0,……,10-19 01:03
10,3192,7,建议大家购买老凤祥B股。同股同权，分红相同。股价只有A股1/3左右。动态市盈率5,09-23 12:09
11,729,9,$老凤祥Ｂ(SH900905)$,06-08 09:31
12,1721,18,日线KDJ死叉，快了…,09-19 10:24
13,667,1,怎么样才能买B股,10-10 12:25
14,539,0,集合竞价砸2个点,10-12 10:56
15,753,4,都说要做价值投资，那是谁在卖呢？,10-09 12:28
16,680,2,请问这现在可以买吗？准备储备一点过冬,10-09 09:16
17,684,0,请教各位大神,10-09 07:36
18,880,0,不管什么叉越砸含金量越高加仓中！nn,10-02 08:03
19,919,1,$老凤祥Ｂ(SH900905)$,10-02 02:43
20,2075,12,2023年分红要上2元了[胜利][胜利][胜利],08-27 09:37
21,1288,2,1万七的金手镯，是不是这家的？,09-24 09:43
22,1986,15,按照目前的汇率，参照最新动态市盈率和去年的分红比例，今年的分红折算到年收益率，大,09-13 09:54
23,1829,26,近期外资很郁闷，想跑没有人接盘，太低了又舍不得出，外资不出清老凤祥难有起色。,09-08 02:58
24,13842,28,B股转板参照？安道麦B依法维权主动争取，仅作讨论。,01-19 09:27
25,1778,9,很多年了。躺等分红，不问价事。,08-29 08:52
26,1392,0,涨得不错，就是主力不断流出…,09-14 04:41
27,1481,1,跑不赢a,09-08 02:33
28,1685,8,以往历史上美元指数与金价是负相关的走势，美元涨，黄金跌。本次美元强势周期里，黄金,09-13 10:08
29,1647,1,买涨情绪高涨，业绩超预期可期！,09-10 10:28
30,1450,0,美元可能还要涨,09-09 07:17
31,2044,4,计算一下老凤祥B与老凤祥的差价，就可以看出老凤祥B是否值得买入。B股也就是26元,09-04 02:04
32,1787,7,分红高稳定，又便宜，A股有没有这样的票？B买不了啊，各位老板,09-05 01:13
33,1780,6,加仓开始,09-02 07:24
34,1741,1,黄金雨好大越砸含金量越高,09-04 06:55
35,1730,3,兄弟们，我出了一半，去救陆家嘴B了，那家伙可能不行了！,09-01 12:57
36,1799,2,下跌是对标境外美元利率吧,09-01 02:55
37,1686,0,"按今年0.2的红利算，年化6%价格应为3.33,闭眼买入，坐等分红。",09-01 02:28
38,1662,1,3.288，花掉红利,09-01 01:48
39,1699,0,业绩今年肯定创历史新高，二季度已经接近2018年的水平。高位获利回吐，以及月底极,09-01 01:07
