,read,comment,title,time
0,36,0,B股问题不能老拖着管理层是不是该考虑一下,10-25 04:17
1,56,0,东信Ｂ股10月25日盘中涨幅达5%,10-25 10:08
2,49,0,东信Ｂ股10月25日快速上涨,10-25 10:08
3,247,0,东信Ｂ股10月20日快速反弹,10-20 10:06
4,266,0,村西头有个老把士说：当外面下金雨的时候，要拿大盆去接。此三千非彼三千，众多利好与,10-20 08:18
5,318,0,东信Ｂ股10月18日快速上涨,10-18 02:04
6,438,0,[鼓掌],10-15 02:51
7,1507,1,今天放量大涨，是要反转了吗？,09-14 04:40
8,1451,0,东信Ｂ股9月14日快速上涨,09-14 09:56
9,1316,1,2023H1通信行业综述：盈利持续向好，算力+数据要素+卫星高景气-230920,09-10 08:48
10,1813,0,市道不好、抗跌能力强特征：负债率低、收益稳定！。,08-31 10:22
11,1777,0,没有交易？要退市了吗,08-31 09:53
12,2175,0,什么意思？跌这么多？,08-28 02:49
13,1882,0,出什么事了，小散那么意见一致？,08-28 02:25
14,1812,0,东信Ｂ股8月28日快速回调,08-28 10:00
15,2478,0,抢筹啊,08-17 02:12
16,2832,3,今天完成最后一洗，期待明天！,08-07 08:36
17,4292,9,买B股除了分红和价差还有美元升值的机会，就是你现在换汇买，美元升值后换回更多人民,09-17 08:35
18,2929,1,900941下个周值得期待,08-06 09:57
19,2825,3,这吧里有几个人看月线周线的？,08-02 08:49
20,2822,0,明天开始有机会来一波,08-01 06:16
21,2736,0,$东信Ｂ股(SH900941)$,07-28 12:20
22,2829,1,涨不大涨的关键是～电科的优质资产注入，有注入吗？,07-28 04:58
23,2373,5,这股好玩。坑爹不跟长。怎么办？[怒][怒],06-30 02:35
24,2502,1,红利何时到账？,07-13 11:41
25,2416,0,走了，浪费时间,07-13 09:34
26,2129,2,*st华电B，*st华电B，*st华电B！,04-25 02:22
27,2523,5,东信B股红利没有收到呀,07-03 04:33
28,2376,0,我也没有收到,07-10 02:50
29,2407,0,为什么没有收到红利？,07-07 09:54
30,2390,0,线上阴线买？线下阳线卖？那条线？自己定。[大笑][大笑],07-07 10:46
31,2170,12,东信Ｂ股6月28日快速回调,06-28 09:35
32,2329,1,拿这B几个月了，还亏钱,06-30 02:00
33,2315,1,有趣A股4天涨停，B股4天累计8.9合理？,06-30 09:38
34,2291,2,雕虫小技？对倒压板，想吃货。[怒][怒],06-28 02:51
35,3239,5,死等A、B股合并。B股已经失去了融资意义。,03-06 10:25
36,2247,1,坚定持股？厚积薄发！[怒][怒],06-29 03:18
37,2352,1,我年初就说了，今年这个股涨幅会第一,06-29 02:41
38,3905,11,这个股有望成为2023涨幅第一,03-01 08:06
39,2102,0,A股上升空间打开了，你B的人窝囊的,06-29 02:39
40,2219,3,这B股的人太懦弱了，A明天继续涨停板大牛狂奔了！,06-28 02:45
41,1891,1,小心2:30有人抢盘！,06-28 01:57
42,2470,2,"B股同理: 大单压大胆买, 大单托抓紧卖!",03-23 02:50
43,1812,1,老妖复活，手法老道，贪得无厌是上策？？？[献花][大笑][得意],06-28 10:33
44,1740,0,东信Ｂ股6月28日开盘涨幅达5%,06-28 09:32
45,1729,0,东信Ｂ股6月28日快速上涨,06-28 09:32
46,2111,15,东方通信6月15日在互动平台表示，公司注重在新领域的重点研发投入，公司5G新通话,06-16 05:06
47,1872,4,装死，一旦醒了？比兔子跑得还快。[大笑][大笑][得意],06-09 10:09
48,1932,0,这么多43是不是要到0.43,05-31 01:33
49,2302,1,看粤K线，越看心里越踏实。何时爆发？还得等等。,05-12 12:06
50,2136,0,这一手一手的是稳定军心吗,05-05 10:53
51,2041,0,东信Ｂ股4月20日快速反弹,04-20 09:36
52,2676,1,为什么，不涨？,04-04 11:45
53,2056,0,东信Ｂ股4月4日快速反弹,04-04 09:36
54,2045,0,东信Ｂ股4月3日快速反弹,04-03 09:35
55,2241,0,东信Ｂ股3月29日快速反弹,03-29 10:18
56,585,0,东信Ｂ股2月28日快速上涨,02-28 09:40
57,2580,0,0.42有支撑,02-17 09:41
58,2493,0,0.421有支撑,02-13 02:10
59,2510,0,0.423有支撑？！,02-07 02:33
60,3000,0,怎么回事？没成交吗？,01-13 10:02
61,2742,1,明天拉回来,12-19 09:34
62,3785,0,转发,12-19 10:52
63,2805,0,不够手快，浪费了一个涨停[捂脸][捂脸],12-13 10:02
64,2451,0,坐等,12-11 08:28
65,2733,0,肯定有我们不知道的利好，今天涨停[呲牙],12-07 11:31
66,2318,0,好,12-06 06:56
67,2249,0,转发,12-05 09:35
68,1627,0,。,12-04 05:52
69,1489,0,。,12-02 07:39
70,1321,0,买其中,12-02 06:49
71,1519,0,出来的战友，赶紧快速加入开开B战队！[勾引][勾引][害羞羞][害羞羞],11-29 10:21
72,1440,0,热泪盈眶，从最高点天地板一直持股到现在快4个月，不断补仓，终于解套了，可能还有钱,11-28 06:30
73,1274,2,拉高出货,11-23 11:35
74,1494,1,昨天都被东信B骗了,11-23 11:30
75,757,0,东信Ｂ股11月22日盘中涨幅达5%,11-22 01:02
76,712,0,东信Ｂ股11月22日快速上涨,11-22 01:02
77,1291,2,《经验》……这货买一次亏一次。,11-16 11:13
78,1257,0,坐等你爆发，加油。[胜利],11-10 02:43
79,1164,0,东信Ｂ股11月2日快速反弹,11-02 02:19
80,1145,0,东信Ｂ股11月1日快速反弹,11-01 09:55
81,1101,0,东信Ｂ股10月31日盘中涨幅达5%,10-31 10:41
82,1021,0,东信Ｂ股10月31日快速上涨,10-31 10:40
83,3243,3,明天东信B理应涨停,08-09 05:20
84,1167,0,东信Ｂ股10月24日快速反弹,10-24 09:51
85,1306,0,东信Ｂ股10月13日快速上涨,10-13 10:13
86,1471,0,东信Ｂ股9月26日盘中跌幅达5%,09-26 02:02
87,3848,3,东信已是B股里最具买入价值的低价股,08-11 11:19
88,3216,2,东信B重大利好，2022年增利最少每股0.1元以上,08-09 05:17
89,3036,1,B股的分红钱当天不到账吗？请问谁知道，咋跟A股不一样呢？,07-07 02:13
90,2025,0,这么多人在买呀,07-14 02:18
91,3089,1,$XD东信Ｂ(SH900941)$钱到账了？,07-07 10:18
92,2006,0,怎样分红,07-07 09:52
93,2860,0,$东信Ｂ股(SH900941)$明天起来了，吃掉29就吃30和31到35,07-05 05:46
94,2908,0,完了完了又下来了,07-01 10:09
95,3084,0,你在0.427元买它就在0.427元晃悠,06-27 09:32
96,2936,0,0.427元买入看能挣到钱不,06-23 02:55
97,2124,0,能回到0.4元不,06-23 02:30
98,2108,0,0.425元有支撑,06-22 10:44
99,3039,0,挂0.442都卖不出去吗,06-17 09:35
100,3013,0,现在卖赔手续费和税,06-17 09:29
101,3010,0,庄家跑了，就能到贰角,06-17 09:25
102,2134,0,贰角钱见,06-17 09:21
103,2955,0,4.39买入，能否赚钱,06-16 02:43
104,4354,2,"东信小bb机构,学你大A哥哥来个5%,别像个小脚女人磨磨蹭蹭",12-21 11:03
105,2973,0,东信B为什么不涨停板? 原因很简单!,06-16 10:31
106,2845,2,$东信Ｂ股(SH900941)$死拿着，直到AB股合并那一天！我还不信AB股不合,06-15 02:30
107,2851,0,小B A股又长停了,06-16 09:36
108,1779,0,$东信Ｂ股(SH900941)$,06-15 01:30
109,2695,0,小B A股长停了 你还不动,06-02 02:39
110,2544,0,东信Ｂ股6月1日快速上涨,06-01 10:06
111,2655,0,$东信Ｂ股(SH900941)$空欢喜一场,05-31 06:37
112,2635,0,东信Ｂ股5月31日快速上涨,05-31 10:32
113,2584,0,东信Ｂ股5月31日快速反弹,05-31 10:30
114,3164,0,东信Ｂ股5月5日快速反弹,05-05 10:34
115,2992,0,东信Ｂ股5月5日快速回调,05-05 10:22
116,4444,16,《连》……旧作连板之日不很远，重组实施哪一天。涨停次数十几个，幻想幻想夜难眠。,03-23 09:14
117,3092,0,东信Ｂ股4月25日盘中跌幅达5%,04-25 02:44
118,2420,0,这股价444,04-11 09:13
119,3406,0,东信Ｂ股3月28日快速上涨,03-28 10:29
120,3436,0,东信Ｂ股3月23日盘中涨幅达5%,03-23 09:45
121,3384,0,东信Ｂ股3月23日快速上涨,03-23 09:45
122,4443,0,B股怎么办？B股怎么办？连野蛮人都不来的地方！,01-18 06:31
123,4595,0,全面实施注册制，B股怎么办？！,01-17 11:22
124,4217,0,东信Ｂ股1月17日快速回调,01-17 10:49
125,4328,0,东信Ｂ股1月17日快速上涨,01-17 10:43
126,4485,1,"A股和B股比较一下,B股已经不理会11.16号走势,A股故意!",01-11 02:20
127,4528,3,"B股先行一步, A股你继续趴着匍匐前进!中科电怎么收你这东西?",01-07 10:05
128,4543,0,先锋道达尔国际股票指数基金463野村证券新加坡有限公司426,12-21 02:05
129,4567,1,"你们这些外资进来干什么吃的,不如把股票还给中国!",12-22 10:25
130,3200,0,0.471,01-06 02:46
131,4218,0,"看看人家宁通信,东方机构害不害骚?有没有眼光?",12-22 02:38
132,4349,1,"谁敢横刀立马,唯有东方通信!想当年",12-16 09:54
133,4208,2,东方通信科技领先! 一鸣惊人! 科技是第一生产力! 卖卖卖聪明 东方通信科技领先,12-13 02:15
134,4395,0,为什么还在这个B股上陪太子读书?看看天涯B股2cm了,12-07 10:52
135,6039,0,总归有人不想让这股上涨，一涨就压，一涨就卖,11-22 02:58
136,4606,0,宝信B(900926)一路疯涨，越涨越恐慌了。,11-19 11:35
137,4673,4,b股全部仓位调到这，赌个奇迹,11-05 01:38
138,3756,0,[图片],11-09 06:53
139,7760,0,这股跌的太狠，摔晕了，几天都爬不起来！,10-29 03:23
140,4673,0,建议B股转A股，同股同权，B股分红与A股一样对整个公司也是个负担，但缩股转A对B,10-20 07:59
141,3492,1,开始动作了,09-12 08:58
142,3399,0,东信Ｂ股10月20日快速反弹,10-20 02:21
143,9621,0,东信Ｂ股9月29日快速回调,09-29 09:51
144,4830,24,《连》……连板之日不很远，重组实施哪一天。涨停次数十几个，幻想幻想夜难眠。,08-15 05:48
145,4395,4,《长相思～赢！》……东信必，须成功。武技高超勇攀登，电科核巅峰。恒持有，忍为功。,08-13 08:28
146,5029,1,建议A股配股，收购B股。,09-13 09:31
147,3846,0,怎么没人说话了？,09-10 01:08
148,3547,0,金针探底,09-06 02:58
149,3578,0,够手续费么？,09-02 02:33
150,8611,1,业绩不错,08-30 04:46
151,3340,0,000,08-27 01:37
152,4617,1,今天这个股票真抗跌，好股,08-17 03:08
153,4122,0,真恶心，人长你跌！跌跌不休！,08-12 08:46
154,4718,8,《初心》……东信B股有价值，价格A股四之一。东信B股有题材，电科重组必然来。B股,08-05 05:40
155,4206,6,《登峰～时空》……合并成功助军工，通信行业价登峰。东信B股瞎折腾，浪费很长的时空,08-03 08:09
156,4609,21,《长相思～赢！》……东信B′，必功成。武技高超勇攀登，电科核巅峰。恒持有，忍为功,08-05 09:23
157,4295,9,《股哲律！》……赠于有缘人勿以多喜，勿以空悲；多亦空也，空亦多也。空久必多，多久,07-24 08:19
158,7355,6,《寒》……此吧之中防暑天，冷冷清清寒寒寒。,07-30 04:58
159,4067,3,《必然胜的道理》……东信`B股有价值，价是A′股四之一。此次合并东信弱，靠树电科,07-20 05:52
160,3649,0,东信Ｂ股7月22日快速回调,07-22 09:39
161,4037,4,《涨势》……蝉噪林愈静，鸟鸣谷更幽。白云朝朝过，青山日日闲。任凭风浪起，稳坐钓鱼,07-19 10:28
162,3926,1,东信B有这样的董秘回答股民们关心的问题，这样的企业还有希望吗？,07-14 04:53
163,3576,5,《时间的玫瑰》……希望总比失望强，时间玫瑰终绽放。虽然路漫修远兮，上下求索金山偿,07-04 07:41
164,4575,0,请问公司搬迁后位于杭州文三路的东信大厦如何安排？,07-12 03:52
165,2301,1,公司官网15年5月22：东信TETRA+LTE宽窄带融合数字集群整体解决方案实现,07-12 03:52
166,2295,0,《中国普天副总裁陶雄强：颠覆性技术创新进行时》，东方东信总裁提到量子通信涉及量子,07-12 03:52
167,2146,0,请问公司信息通信技术服务与运营产业的主要合作对象是谁？是3大运营商和中国铁塔吗？,07-12 03:51
168,1986,0,董秘同志你好，请问公司是否有物联网相关的业务？谢谢你的回答！,07-12 03:51
169,2057,0,近日华为首次公布92家核心供应商名单，贵公司一直宣传自己是华为全球金牌供应商，不,07-12 03:51
170,1959,0,公司业绩那么差，难道和5g概念没关系？,07-12 03:50
171,2094,0,对于公司和华为联手发布的普天鲲鹏等三种产品已经开始量产对面市场了吗？对于普天鲲鹏,07-12 03:50
172,1835,0,董秘你好。请问贵公司是否有关涉及数字货币及其相关业务的项目和技术储备？,07-12 03:50
173,1769,0,董秘你好，你们在雄安有业务么，在招聘网站上看到你们在雄安那招LTE高级工程师。,07-12 03:50
174,1706,0,董秘你好，你们在雄安有业务么,07-12 03:50
175,1731,1,尊敬的董秘，辛苦了。请速告知截止到2018年12月28日贵公司股东人数和机构户数,07-12 03:50
176,1734,0,您好，从公开信息查到贵公司成为中国移动物联网公司4G通信模组样片试产第一中标人，,07-12 03:49
177,1678,0,为什么又跌停？什么时候涨啊？,07-12 03:49
178,1679,0,证金是否持股？,07-12 03:49
179,1637,0,跌不停狂跌不休烂股票一烂到底横批：任性牛B新年送对联一幅,07-12 03:49
180,2105,0,请问公司有量子通信技术吗,07-12 03:48
181,1647,0,尊敬的董秘，辛苦了。请速告知截止到2019年2月20日贵公司股东人数和机构户数，,07-12 03:48
182,1650,0,董秘，你好！请问公司截止2019年2月22日收盘，公司股东人数是多少？截止201,07-12 03:47
183,1627,0,公司什么时候披露业绩预告,07-12 03:46
184,1622,0,赵总您好，请问贵公司近期有无中标5G建设工程，谢谢,07-12 03:46
185,1642,0,根据查询，贵公司为上市公司博创科技（300548）的第三大股东，请问贵公司与博创,07-12 03:45
186,1627,0,"你好,请告知东方通信2018年11月底的股东人数,目前网上只能查到2018年9月",07-12 03:45
187,1552,0,董秘您好，我看到金采网的中标结果公示，公司、新北洋、国光信息中标交通银行现金出纳,07-12 03:45
188,1555,0,董秘，你好，我刚刚网上看见别人说咱们公司在雄安板块里面所以来确认下，咱们公司有在,07-12 03:45
189,1605,0,贵公司领导您好！建议减持A股增持B股，无需降低控股权，以免国有资产流失。公司前景,07-12 03:44
190,1565,0,贵公司领导您好！减持A股增持B股，是控股股东的行为，但作为一个小股东我认为，你们,07-12 03:44
191,1679,0,请问东方通信2019年半年报将在什么时候公布？,07-12 03:44
192,1431,0,贵公司没有5G6G业务，会不会走上海普天的老路退市。,07-12 03:44
193,1380,0,请问董秘：东方通讯近期涨幅明显，请问是不是有未披露消息？,07-12 03:44
194,1378,0,您好，公司与武汉深之度科技有限公司的合作的国产操作系统ATM是采用深度操作系统(,07-12 03:43
195,1261,0,进入2019年，请问贵公司的业务发展是否有涉及到5G网络相关建设和营运？,07-12 03:43
196,1262,0,你好，请问贵公司和国家或者地方广电是否有开展过合作？,07-12 03:43
197,1291,0,董秘您好网传你司下属公司东信网络目前正在招聘5G工程人才，并且在招聘网站上可公开,07-12 03:43
198,1221,0,请问贵公司是否打算研发量子通信技术？或者是否存在现有产品涉及量子通信技术？,07-12 03:43
199,1117,0,董秘您好工信部5G牌照下发了，公司真的没有打算在5G行业有所作为吗？就算现在没有,07-12 03:42
200,962,0,减持进度怎么样了？,07-12 03:42
201,1107,0,据传闻公司和华为在鸿蒙操作系统领域展开合作，请问董秘是否属实？,07-12 03:41
202,1013,0,请问公司是否与武汉深之度公司有深度合作，能否具体说明？,07-12 03:40
203,1012,0,董秘，你好，公司旗下全资子公司杭州东信网络技术有限公司中标中国移动通信集团福建有,07-12 03:40
204,1025,0,作为国有企业和资深通讯行业参与者，公司是否有对5G产业规划滞后和发展的延误，对国,07-12 03:40
205,1047,0,你们的竞争对手联创光电600363有通讯电子、电力电子、LED/OLED、光学电,07-12 03:40
206,951,0,董秘您好!请核查最近公司股价异动是否存在违规资金大肆对倒操纵行为，同时大股东有没,07-12 03:40
