,read,comment,title,time
0,130,0,0.260买点玩玩,10-23 12:36
1,934,0,B股折合2块钱人民币，A股是8块钱人民币，难怪外资说。。。。。。,10-11 11:05
2,586,0,916扫盘吃进整满！,10-11 10:17
3,659,0,B股这坨今天会有人打扫一下吗？,10-09 09:04
4,1462,1,b股变成了大熊市,09-15 09:43
5,1231,0,凤凰B股9月22日快速反弹,09-22 10:03
6,1522,0,AB股要合併了，年底以前完成相关资料,09-13 11:43
7,1520,0,名符其实的B股，真B！,09-12 04:31
8,1563,0,烂东西，赶紧关闭吧。还不如光明正大的抢。,09-07 01:34
9,1617,0,我家的苹果烂了，从里面烂的,09-07 09:33
10,1634,1,森赫股份301056加满10.16，手慢无,09-05 02:17
11,1800,2,91年发行，发行价0.41，经过32年的奋斗不息，如今0.28元。国企，名牌，大,09-01 02:23
12,1654,0,为啥跟上海凤凰这么象?,09-04 10:16
13,1723,0,不作为，伤透B股股民得心,09-01 01:45
14,1664,0,神奇B，,08-31 01:52
15,1783,0,真的是一群没人管的B股！,08-30 02:28
16,1917,0,0.292买,08-25 02:39
17,1921,0,！,08-25 01:10
18,1951,0,今天晚上出中报，非常期待,08-25 09:41
19,2215,0,凤凰锂电自行车2.5万的售价太便宜了，国外同款要3万欧元。,08-18 11:12
20,2390,1,立案审查一看竟然是财报合并的问题，风险可控情况下市场反应过度，不排除空头吸筹之策,08-10 10:13
21,2335,0,900916，可以直接涨过13美元,08-09 11:04
22,2328,0,扫盘吃进大上海的保立佳301037迎接连续张婷20cm,08-09 11:02
23,2163,1,海通证券上海徐汇区建国西路营业部今日净买入3.53万,07-13 05:45
24,2400,0,马上加满东南！所有ai、所有汽车、所有电器、机床、酿酒设备，都需要东南电子的微开,08-01 11:24
25,2357,0,扫盘东南电子301359披露：公司有布局新能源汽车，公司产品可以应用于汽车中控锁,07-31 11:22
26,2337,0,加满放胆暴拉,07-20 11:03
27,2344,0,3毛的股天天跌，什么原理？,07-19 10:14
28,2295,1,涨过1.8美元，小意思,07-17 10:58
29,2285,0,所有资金只,07-17 11:26
30,2278,1,916近期有涨6～8倍的可能,07-16 11:49
31,2198,1,是有人要把B股赶尽杀绝吗？,07-13 11:11
32,2231,0,0266很快就到。,07-14 01:33
33,2121,3,华电B，华电B，华电BB[勾引][勾引][看多][看多][看多][害羞羞][害羞,07-12 08:14
34,2311,0,凤凰B股(900916)龙虎榜数据(07-13),07-13 04:59
35,2221,0,如何登记，大神请指导一下。,07-13 10:16
36,2168,0,企业违规，散户顶罪？,07-13 09:42
37,2105,0,对不起，股民朋友，你买的B股已退市，有任何不满请自行解决，拜拜！,07-12 02:54
38,2082,0,和彩蝶实业，603073好股,07-11 01:59
39,1925,0,凤凰B股6月29日快速回调,06-29 02:29
40,2027,1,900916AB股赶紧合并算了，差价那么大把股民当戏弄！,06-15 10:13
41,2028,0,B转A；AB合并是B股的根本出路！,06-15 11:10
42,1817,4,凤凰B股6月13日快速上涨,06-13 09:40
43,1771,0,凤凰B股6月13日快速反弹,06-13 09:36
44,1836,0,"凯马b900953,凯马b900953,下午暴利！",06-09 12:15
45,1855,0,B股是干嘛的,06-08 11:49
46,1846,0,板块全灭，就你一个红，这叫回光返照。,06-08 10:51
47,1967,1,大盘破平台前低；个股创新低，割,05-31 02:27
48,2090,0,凤凰B股5月17日快速上涨,05-17 02:38
49,2134,0,那么多这种僵尸股为什么不退市？留着有何意义？,05-17 01:57
50,2034,0,这是啥票啊，我擦,05-16 07:23
51,2145,1,为什么这种股票低于1元不退市。,05-11 08:34
52,2377,3,去年亏损了三万两千卖一米房子就盈利了,04-19 01:10
53,2305,0,现在b股跟a股一样 b股指数在涨 个股下跌 甚至个股不断创新低 现在指数越来失真,04-13 03:46
54,2212,0,为啥这个那么久都不退市,04-11 11:27
55,2297,0,都是造自行车的，和永久B差距怎么这么大呢？,04-04 01:48
56,2699,0,立即扫盘吃进森赫股份16.66不是顶，现价9元,03-17 10:45
57,2288,0,凤圆变草鸡,03-13 01:18
58,2962,1,随时可能暴涨3倍以上,02-16 11:56
59,2573,0,b股，所有资金扫盘吃进凤凰900916，百年老店，全球闻名！,02-15 02:11
60,2579,0,301148嘉戎技术：公司拥有放射性废水多级浓缩深度处理技术等膜分离应用相关的技,02-15 09:52
61,2411,1,当地zf征订，10.4元丰原药业000153，40不是顶,01-10 02:20
62,2378,0,扫盘吃进明牌珠宝2574好,01-20 01:47
63,2124,0,就买凤凰b900916,01-30 10:51
64,1856,0,凤凰要起飞了。,01-13 07:30
65,2105,1,凤凰酒店崛起,12-28 11:32
66,1723,0,板块跌买它可以[捂脸],12-28 10:39
67,1676,1,调整到位，横有多长，高有多高，时间一到拿也拿不到。,12-22 08:05
68,1602,0,301056大暴涨势不可挡森赫,12-27 02:57
69,1555,0,翻番大暴涨势不可挡,12-27 02:16
70,1600,1,可别说这个票有人买？,12-23 10:05
71,1523,0,没有流动性，几个小散玩一天,12-20 11:32
72,1256,0,[微笑],12-09 07:08
73,1000,0,转发,12-07 08:38
74,844,0,转发,12-07 07:32
75,629,0,转发,12-06 08:41
76,899,0,好久没看了，这个庄股又涨停了,12-06 08:12
77,634,0,转发,12-05 07:57
78,666,0,浅浅学,12-02 10:07
79,627,0,可,12-01 10:19
80,939,1,这个股票为啥我不可以买,12-01 10:54
81,602,0,转发,11-29 07:36
82,1085,1,板块快8个点了，一堆涨停潮。你却还在水下,11-18 01:16
83,644,0,认同,11-25 03:17
84,776,4,这股能买吗？,11-18 11:32
85,927,2,你自行车你不创新也是扯淡,11-18 11:38
86,936,0,所有资金买没涨的301056森赫股份避险,11-18 09:37
87,1160,5,除了海欣全远离,10-24 01:31
88,952,1,集中注意力干森赫股份301056,11-17 02:55
89,643,0,明天涨停,11-17 02:48
90,638,0,便宜的好,11-17 12:55
91,915,0,这和教育啥关系？,11-17 12:49
92,2458,1,"开开b,开开b,下午开始暴利",08-23 12:04
93,1422,1,板块八个点，你要是来a股我不骂死你，0.5分钱玩一天,10-17 11:22
94,1552,0,这次所有资金全部换买到森赫股份301056,10-12 12:12
95,1502,0,凤凰B股9月26日快速反弹,09-26 02:40
96,1613,0,凤凰B股9月26日盘中跌幅达5%,09-26 02:03
97,1938,0,最大牛是海欣b900917,09-15 08:36
98,2187,0,下调外汇准备金两个点，相当于25%，明天B股大涨,09-05 06:21
99,2439,0,[龙头][龙头][龙头][龙头]雄起雄起,08-26 02:35
100,2431,0,中路b股涨了，凤凰B股还远吗？,08-23 11:22
101,2445,0,美元指数上升，对B股是不是利好？,08-19 11:42
102,2395,0,美元指数上升，对B股是不是利好？,08-19 11:39
103,2512,0,这货还有B股，长线看似乎可以考虑了。,08-05 12:19
104,3086,2,有谁知道B股的分红什么时候到账？,07-16 05:53
105,1695,0,转发,07-17 08:07
106,1714,0,转发,07-17 07:45
107,2690,0,没有到账，是上市公司的问题，还是证券公司的问题？,07-16 05:54
108,2903,0,应该回购凤凰B股然后摘牌B股，都低于净资产和公积金！,07-08 08:44
109,3530,2,$凤凰B股(SH900916)$目前在0.38~0.4之间夯实底部。5月份以后有,04-22 10:31
110,3234,2,红利发放日是18日，为什么今天还没有到账,06-20 10:59
111,1884,0,……,06-24 10:11
112,1889,0,……,06-24 10:11
113,2796,0,分红日还没定呢，你是不是看错了？,06-23 12:20
114,4165,4,请问b股股票抛了后，如何将账户资金转到对应银行卡上呢？和a股一样吗？,03-04 05:30
115,3104,0,上海凤凰＝落水的鸡，悲哀！！！,05-31 01:04
116,2351,1,国企改革领头羊,05-30 10:19
117,3136,0,凤凰B股5月26日快速回调,05-26 10:09
118,3040,0,凤凰B股5月26日快速上涨,05-26 09:49
119,2990,0,很久不看了，谁在0.387买了1手,05-25 10:37
120,3110,0,$凤凰B股(SH900916)$这货是美元,05-19 11:59
121,3112,0,凤凰B股5月16日快速反弹,05-16 10:00
122,3260,0,$凤凰B股(SH900916)$小荷刚露尖尖角,04-29 05:39
123,3375,0,凤凰B股4月22日快速上涨,04-22 10:20
124,4978,9,能突破0.420年线压制吗,01-04 02:34
125,4088,4,落水的凤凰不如鸡！AB股价格相差这么大还天天跌！,02-07 10:15
126,3918,1,10万元可以推上涨停。成交太不活跃了。,03-03 02:14
127,3968,1,$凤凰B股(SH900916)$咋买不了呢,02-25 10:59
128,3129,1,扫盘买明牌珠宝,02-22 02:33
129,4311,1,这里的黎明静悄悄,01-26 09:09
130,3999,0,换进森林包装605500好,02-18 10:15
131,3907,0,最后大金矿～栖霞建设,02-17 12:20
132,3935,0,3.4元买下南京房～栖霞建设,02-09 01:35
133,3612,0,涨20倍才70元，扫盘吃进3元多栖霞建设,02-08 10:47
134,3342,0,拉高就卖,01-28 11:22
135,3200,0,拉高就卖,01-28 11:22
136,3929,0,15元法狮龙匡总来前将三棵树从23元推到过251元，605318,01-24 01:46
137,4314,0,大收购？涨过250元现120元三棵树进驻15元法狮龙605318担常务？,01-20 01:49
138,3977,0,$凤凰B股(SH900916)$法狮龙605318与三棵树～曾涨过250元的，合,01-19 09:39
139,4317,1,凤凰[献花]亲们夜读2021年年初，“月亲们夜读2021年年初，“月光族”股民我,12-29 10:17
140,4042,1,又来干605318法狮龙，满油扫盘吃进,12-29 10:25
141,4187,0,A股有没有几毛钱的票，推荐一下[大笑][大笑][大笑][大笑],12-30 04:04
142,4349,0,这票属于哪里的，普通账户可以买吗,12-30 04:02
143,4247,0,关注底部688192/600058中签破发抗癌中药U型底部688192关注底部6,12-28 01:37
144,4134,0,关注底部688192。七佰亿盐湖提锂龙头涨停锂价大涨，锂矿概念股发飙，买入或关注,12-28 12:49
145,3043,0,抛了,12-28 12:33
146,3189,0,不错,12-27 10:39
147,3774,0,资金管理效率非常高，过往收益也很可观稳定。,12-18 08:12
148,2825,0,清仓一切,12-17 10:39
149,3859,0,自行车出口销量大增，股票没有表示。,12-13 10:14
150,3460,0,这是个什么股？9开头的。能玩不？,12-12 08:16
151,3302,2,这个B好便宜,12-03 03:37
152,3894,0,10元多成本的韦尔股份，300多立即清仓逃命。想想在200多清仓的暴风集团退市、,12-08 03:57
153,3534,0,卖盘上面压的单子都是吓人的吧，只要有人往上攻，必定都会跑掉。,12-03 09:49
154,3750,0,这只B股太便宜了，股价只有净资产的一半，今天买了就放一边去，不去看它了,12-01 09:04
155,6160,3,B股转A股市场上市，信息是否属实？,11-18 11:17
156,3532,0,超级特大利好超级特大妖股诞辰605318,11-18 10:37
157,3670,0,超级特大利好法狮龙605318,11-17 09:57
158,4155,1,网传B股转A股市场上市，不知是否属实？,11-09 10:26
159,4073,0,宝信B(900926)长期上涨该歇会了,11-01 02:13
160,8936,1,这支股不错，三年分红就能回本,09-29 09:21
161,7995,0,法狮龙605318连续大暴涨势不可挡,10-14 10:52
162,3778,0,这一笔707手的买单，是大户进场还是大韭菜进场呐[为什么],10-11 10:48
163,3675,0,301056森赫股份，旧楼加装电梯，无钱融资也可扫盘买满,09-29 02:02
164,3841,0,，跌吧跌吧，我就是来做股东的，草（一种植物）,09-27 11:14
165,4308,0,三板B股都处于几美分的状况，涨到几毛钱美元的应该没有一点点问题，买入此股必有厚报,09-20 09:02
166,3746,0,我觉得今天是有人熬不住走了,09-17 03:02
167,4052,0,法狮龙突破大暴涨势不可挡605318,09-09 09:20
168,4121,0,啥时候b股才能改革呀[哭],09-03 07:32
169,8835,2,营收和利润大幅增加，经营现金流由负4千多万转为正4千多万，居然还在跌？？？,08-30 02:50
170,3760,0,法狮龙连板大暴涨势不可挡605318,08-25 11:25
171,3306,0,最大金山～法狮龙605318融资扫盘吃进整满,08-24 01:50
172,3110,0,上海凤凰建议改名落汤鸡！,08-24 09:50
173,2789,0,最大的金山--哈尔转债128073,08-24 01:55
174,3207,1,最大金山，维格转债,10-22 11:14
175,3325,2,怎么没人买420016，金田A天天涨停板.金田B420016居然不动，是大家缺美,08-16 10:09
176,2853,0,买一点凤凰试试，祝好运。,08-16 11:31
177,3314,5,应该是砸了去买老凤祥B,07-05 10:18
178,3360,0,立即逃命清仓海天味业,08-09 10:18
179,3494,2,满仓买进凤凰B股不是为了做差价，而是为了AB股合并，有4倍价差哦！,07-22 10:46
180,3599,0,凤凰B股8月4日快速上涨,08-04 09:32
181,6948,0,立即塞满法狮龙605318,07-26 01:43
182,3876,0,以岭药业20元价值连城抗xg病毒神器PK2600茅台,07-08 09:53
183,2918,1,这货这两天放量下跌，咋的了？,07-06 09:25
184,2706,0,扫盘买回法狮龙605318,07-06 02:17
185,2705,0,此股已死,07-05 08:59
186,2608,0,500手就砸成这点熊样，2000手那还不封个涨停。,07-05 02:27
187,2663,2,老凤祥B转H了！你该有点动静了吧‘,07-03 12:43
188,2486,0,凤凰B股7月5日快速反弹,07-05 09:51
189,2414,0,凤凰B股7月5日盘中跌幅达5%,07-05 09:42
190,2669,2,什么时候b转h[怒],07-03 02:00
191,2293,0,垃圾,07-02 08:16
